ModelName,ModelNumber,Batch,MaxRank,Reaction,Normal_React,Species,Normal_Species,Countback,Normal_Countback
AL1D,20,L1,5,5,1,3,0.5,1,0
AL1D,21,L1,5,5,1,5,1,5,1
AL1D,23,L1,6,6,1,6,1,3,0.4
AL1D,3,L1,5,5,1,5,1,5,1
AL1D,4,L1,6,4,0.6,3,0.4,1,0
AL1D,6,L1,6,3,0.4,3,0.4,1,0
AL1D,7,L1,5,2,0.25,1,0,1,0
AL1D,9,L1,5,1,0,4,0.75,2,0.25
AL1D,11,L2-F,6,6,1,6,1,6,1
AL1D,12,L2-F,6,3,0.4,6,1,5,0.8
AL1D,13,L2-F,6,6,1,6,1,3,0.4
AL1D,14,L2-F,6,5,0.8,6,1,1,0
AL1D,15,L2-F,6,1,0,1,0,6,1
AL1D,16,L2-F,5,3,0.5,5,1,5,1
AL1D,17,L2-F,6,6,1,6,1,6,1
AL1D,19,L2-F,6,3,0.4,3,0.4,6,1
AL1D,2,L2-F,5,3,0.5,5,1,1,0
AL1D,20,L2-F,5,5,1,3,0.5,1,0
AL1D,21,L2-F,5,5,1,5,1,5,1
AL1D,23,L2-F,6,6,1,6,1,3,0.4
AL1D,3,L2-F,5,5,1,5,1,5,1
AL1D,4,L2-F,6,3,0.4,3,0.4,4,0.6
AL1D,6,L2-F,6,3,0.4,3,0.4,1,0
AL1D,7,L2-F,5,2,0.25,1,0,5,1
AL1D,9,L2-F,5,2,0.25,4,0.75,2,0.25
AL1D,11,L2-ICSE,6,3,0.4,1,0,1,0
AL1D,12,L2-ICSE,6,1,0,6,1,4,0.6
AL1D,13,L2-ICSE,6,6,1,6,1,3,0.4
AL1D,14,L2-ICSE,6,5,0.8,6,1,1,0
AL1D,15,L2-ICSE,6,1,0,1,0,6,1
AL1D,16,L2-ICSE,5,3,0.5,5,1,3,0.5
AL1D,17,L2-ICSE,6,2,0.2,6,1,1,0
AL1D,19,L2-ICSE,6,4,0.6,4,0.6,1,0
AL1D,2,L2-ICSE,5,3,0.5,5,1,1,0
AL1D,20,L2-ICSE,5,5,1,3,0.5,1,0
AL1D,21,L2-ICSE,5,5,1,5,1,5,1
AL1D,23,L2-ICSE,6,6,1,6,1,3,0.4
AL1D,3,L2-ICSE,5,5,1,5,1,5,1
AL1D,4,L2-ICSE,6,4,0.6,3,0.4,1,0
AL1D,6,L2-ICSE,6,3,0.4,3,0.4,1,0
AL1D,7,L2-ICSE,5,2,0.25,1,0,1,0
AL1D,9,L2-ICSE,5,1,0,4,0.75,2,0.25
AL1D,11,L2-I,6,6,1,6,1,1,0
AL1D,12,L2-I,6,1,0,6,1,1,0
AL1D,13,L2-I,6,6,1,6,1,1,0
AL1D,14,L2-I,6,6,1,6,1,1,0
AL1D,15,L2-I,6,1,0,1,0,6,1
AL1D,16,L2-I,5,5,1,5,1,1,0
AL1D,17,L2-I,6,6,1,6,1,1,0
AL1D,19,L2-I,6,5,0.8,6,1,1,0
AL1D,2,L2-I,5,4,0.75,5,1,1,0
AL1D,20,L2-I,5,5,1,5,1,1,0
AL1D,21,L2-I,5,5,1,5,1,5,1
AL1D,23,L2-I,6,6,1,6,1,1,0
AL1D,3,L2-I,5,5,1,5,1,5,1
AL1D,4,L2-I,6,6,1,6,1,1,0
AL1D,6,L2-I,6,6,1,6,1,1,0
AL1D,7,L2-I,5,3,0.5,5,1,1,0
AL1D,9,L2-I,5,1,0,5,1,1,0
AL1D,11,L2-M,6,3,0.4,1,0,1,0
AL1D,12,L2-M,6,1,0,6,1,4,0.6
AL1D,13,L2-M,6,6,1,6,1,3,0.4
AL1D,14,L2-M,6,5,0.8,6,1,1,0
AL1D,15,L2-M,6,1,0,1,0,6,1
AL1D,16,L2-M,5,3,0.5,5,1,3,0.5
AL1D,17,L2-M,6,2,0.2,6,1,1,0
AL1D,19,L2-M,6,4,0.6,4,0.6,1,0
AL1D,2,L2-M,5,3,0.5,5,1,1,0
AL1D,20,L2-M,5,5,1,3,0.5,1,0
AL1D,21,L2-M,5,5,1,5,1,5,1
AL1D,23,L2-M,6,6,1,6,1,3,0.4
AL1D,3,L2-M,5,5,1,5,1,5,1
AL1D,4,L2-M,6,4,0.6,3,0.4,1,0
AL1D,6,L2-M,6,3,0.4,3,0.4,1,0
AL1D,7,L2-M,5,2,0.25,1,0,1,0
AL1D,9,L2-M,5,1,0,4,0.75,2,0.25
AL1D,11,L2,6,3,0.4,1,0,1,0
AL1D,12,L2,6,1,0,6,1,4,0.6
AL1D,13,L2,6,6,1,6,1,3,0.4
AL1D,14,L2,6,5,0.8,6,1,1,0
AL1D,15,L2,6,1,0,1,0,6,1
AL1D,16,L2,5,3,0.5,5,1,3,0.5
AL1D,17,L2,6,2,0.2,6,1,1,0
AL1D,19,L2,6,4,0.6,4,0.6,1,0
AL1D,2,L2,5,3,0.5,5,1,1,0
AL1D,20,L2,5,5,1,3,0.5,1,0
AL1D,21,L2,5,5,1,5,1,5,1
AL1D,23,L2,6,6,1,6,1,3,0.4
AL1D,3,L2,5,5,1,5,1,5,1
AL1D,4,L2,6,4,0.6,3,0.4,1,0
AL1D,6,L2,6,3,0.4,3,0.4,1,0
AL1D,7,L2,5,2,0.25,1,0,1,0
AL1D,9,L2,5,1,0,4,0.75,2,0.25
AL1D,11,L3-F,6,6,1,6,1,6,1
AL1D,12,L3-F,6,3,0.4,6,1,5,0.8
AL1D,13,L3-F,6,6,1,6,1,3,0.4
AL1D,14,L3-F,6,5,0.8,6,1,1,0
AL1D,15,L3-F,6,1,0,1,0,6,1
AL1D,16,L3-F,5,3,0.5,5,1,5,1
AL1D,17,L3-F,6,6,1,6,1,6,1
AL1D,19,L3-F,6,3,0.4,3,0.4,6,1
AL1D,2,L3-F,5,3,0.5,5,1,1,0
AL1D,20,L3-F,5,5,1,3,0.5,1,0
AL1D,21,L3-F,5,5,1,5,1,5,1
AL1D,23,L3-F,6,6,1,6,1,3,0.4
AL1D,3,L3-F,5,5,1,5,1,5,1
AL1D,4,L3-F,6,3,0.4,3,0.4,4,0.6
AL1D,6,L3-F,6,3,0.4,3,0.4,1,0
AL1D,7,L3-F,5,2,0.25,1,0,5,1
AL1D,9,L3-F,5,2,0.25,4,0.75,2,0.25
AL1D,11,L3-ICSE,6,3,0.4,1,0,1,0
AL1D,12,L3-ICSE,6,1,0,6,1,4,0.6
AL1D,13,L3-ICSE,6,6,1,6,1,3,0.4
AL1D,14,L3-ICSE,6,5,0.8,6,1,1,0
AL1D,15,L3-ICSE,6,1,0,1,0,6,1
AL1D,16,L3-ICSE,5,3,0.5,5,1,3,0.5
AL1D,17,L3-ICSE,6,2,0.2,6,1,1,0
AL1D,19,L3-ICSE,6,4,0.6,4,0.6,1,0
AL1D,2,L3-ICSE,5,3,0.5,5,1,1,0
AL1D,20,L3-ICSE,5,5,1,3,0.5,1,0
AL1D,21,L3-ICSE,5,5,1,5,1,5,1
AL1D,23,L3-ICSE,6,6,1,6,1,3,0.4
AL1D,3,L3-ICSE,5,5,1,5,1,5,1
AL1D,4,L3-ICSE,6,4,0.6,3,0.4,1,0
AL1D,6,L3-ICSE,6,3,0.4,3,0.4,1,0
AL1D,7,L3-ICSE,5,2,0.25,1,0,1,0
AL1D,9,L3-ICSE,5,1,0,4,0.75,2,0.25
AL1D,11,L3-I,6,6,1,6,1,1,0
AL1D,12,L3-I,6,1,0,6,1,1,0
AL1D,13,L3-I,6,6,1,6,1,1,0
AL1D,14,L3-I,6,6,1,6,1,1,0
AL1D,15,L3-I,6,1,0,1,0,6,1
AL1D,16,L3-I,5,5,1,5,1,1,0
AL1D,17,L3-I,6,6,1,6,1,1,0
AL1D,19,L3-I,6,5,0.8,6,1,1,0
AL1D,2,L3-I,5,4,0.75,5,1,1,0
AL1D,20,L3-I,5,5,1,5,1,1,0
AL1D,21,L3-I,5,5,1,5,1,5,1
AL1D,23,L3-I,6,6,1,6,1,1,0
AL1D,3,L3-I,5,5,1,5,1,5,1
AL1D,4,L3-I,6,6,1,6,1,1,0
AL1D,6,L3-I,6,6,1,6,1,1,0
AL1D,7,L3-I,5,3,0.5,5,1,1,0
AL1D,9,L3-I,5,1,0,5,1,1,0
AL1D,11,L3-M,6,3,0.4,1,0,1,0
AL1D,12,L3-M,6,1,0,6,1,4,0.6
AL1D,13,L3-M,6,6,1,6,1,3,0.4
AL1D,14,L3-M,6,5,0.8,6,1,1,0
AL1D,15,L3-M,6,1,0,1,0,6,1
AL1D,16,L3-M,5,3,0.5,5,1,3,0.5
AL1D,17,L3-M,6,2,0.2,6,1,1,0
AL1D,19,L3-M,6,4,0.6,4,0.6,1,0
AL1D,2,L3-M,5,3,0.5,5,1,1,0
AL1D,20,L3-M,5,5,1,3,0.5,1,0
AL1D,21,L3-M,5,5,1,5,1,5,1
AL1D,23,L3-M,6,6,1,6,1,3,0.4
AL1D,3,L3-M,5,5,1,5,1,5,1
AL1D,4,L3-M,6,4,0.6,3,0.4,1,0
AL1D,6,L3-M,6,3,0.4,3,0.4,1,0
AL1D,7,L3-M,5,2,0.25,1,0,1,0
AL1D,9,L3-M,5,1,0,4,0.75,2,0.25
AL1D,11,L3,6,3,0.4,1,0,1,0
AL1D,12,L3,6,1,0,6,1,4,0.6
AL1D,13,L3,6,6,1,6,1,3,0.4
AL1D,14,L3,6,5,0.8,6,1,1,0
AL1D,15,L3,6,1,0,1,0,6,1
AL1D,16,L3,5,3,0.5,5,1,3,0.5
AL1D,17,L3,6,2,0.2,6,1,1,0
AL1D,19,L3,6,4,0.6,4,0.6,1,0
AL1D,2,L3,5,3,0.5,5,1,1,0
AL1D,20,L3,5,5,1,3,0.5,1,0
AL1D,21,L3,5,5,1,5,1,5,1
AL1D,23,L3,6,6,1,6,1,3,0.4
AL1D,3,L3,5,5,1,5,1,5,1
AL1D,4,L3,6,4,0.6,3,0.4,1,0
AL1D,6,L3,6,3,0.4,3,0.4,1,0
AL1D,7,L3,5,2,0.25,1,0,1,0
AL1D,9,L3,5,1,0,4,0.75,2,0.25
AL1D,11,L4-F,6,6,1,6,1,6,1
AL1D,12,L4-F,6,3,0.4,6,1,5,0.8
AL1D,13,L4-F,6,6,1,6,1,3,0.4
AL1D,14,L4-F,6,5,0.8,6,1,1,0
AL1D,15,L4-F,6,1,0,1,0,6,1
AL1D,16,L4-F,5,3,0.5,5,1,5,1
AL1D,17,L4-F,6,6,1,6,1,6,1
AL1D,19,L4-F,6,3,0.4,3,0.4,6,1
AL1D,2,L4-F,5,3,0.5,5,1,1,0
AL1D,20,L4-F,5,5,1,3,0.5,1,0
AL1D,21,L4-F,5,5,1,5,1,5,1
AL1D,23,L4-F,6,6,1,6,1,3,0.4
AL1D,3,L4-F,5,5,1,5,1,5,1
AL1D,4,L4-F,6,3,0.4,3,0.4,4,0.6
AL1D,6,L4-F,6,3,0.4,3,0.4,1,0
AL1D,7,L4-F,5,2,0.25,1,0,5,1
AL1D,9,L4-F,5,2,0.25,4,0.75,2,0.25
AL1D,11,L4-ICSE,6,3,0.4,1,0,1,0
AL1D,12,L4-ICSE,6,1,0,6,1,4,0.6
AL1D,13,L4-ICSE,6,6,1,6,1,3,0.4
AL1D,14,L4-ICSE,6,5,0.8,6,1,1,0
AL1D,15,L4-ICSE,6,1,0,1,0,6,1
AL1D,16,L4-ICSE,5,3,0.5,5,1,3,0.5
AL1D,17,L4-ICSE,6,2,0.2,6,1,1,0
AL1D,19,L4-ICSE,6,4,0.6,4,0.6,1,0
AL1D,2,L4-ICSE,5,3,0.5,5,1,1,0
AL1D,20,L4-ICSE,5,5,1,3,0.5,1,0
AL1D,21,L4-ICSE,5,5,1,5,1,5,1
AL1D,23,L4-ICSE,6,6,1,6,1,3,0.4
AL1D,3,L4-ICSE,5,5,1,5,1,5,1
AL1D,4,L4-ICSE,6,4,0.6,3,0.4,1,0
AL1D,6,L4-ICSE,6,3,0.4,3,0.4,1,0
AL1D,7,L4-ICSE,5,2,0.25,1,0,1,0
AL1D,9,L4-ICSE,5,1,0,4,0.75,2,0.25
AL1D,11,L4-I,6,6,1,6,1,1,0
AL1D,12,L4-I,6,1,0,6,1,1,0
AL1D,13,L4-I,6,6,1,6,1,1,0
AL1D,14,L4-I,6,6,1,6,1,1,0
AL1D,15,L4-I,6,1,0,1,0,6,1
AL1D,16,L4-I,5,5,1,5,1,1,0
AL1D,17,L4-I,6,6,1,6,1,1,0
AL1D,19,L4-I,6,5,0.8,6,1,1,0
AL1D,2,L4-I,5,4,0.75,5,1,1,0
AL1D,20,L4-I,5,5,1,5,1,1,0
AL1D,21,L4-I,5,5,1,5,1,5,1
AL1D,23,L4-I,6,6,1,6,1,1,0
AL1D,3,L4-I,5,5,1,5,1,5,1
AL1D,4,L4-I,6,6,1,6,1,1,0
AL1D,6,L4-I,6,6,1,6,1,1,0
AL1D,7,L4-I,5,3,0.5,5,1,1,0
AL1D,9,L4-I,5,1,0,5,1,1,0
AL1D,11,L4-M,6,3,0.4,1,0,1,0
AL1D,12,L4-M,6,1,0,6,1,4,0.6
AL1D,13,L4-M,6,6,1,6,1,3,0.4
AL1D,14,L4-M,6,5,0.8,6,1,1,0
AL1D,15,L4-M,6,1,0,1,0,6,1
AL1D,16,L4-M,5,3,0.5,5,1,3,0.5
AL1D,17,L4-M,6,2,0.2,6,1,1,0
AL1D,19,L4-M,6,4,0.6,4,0.6,1,0
AL1D,2,L4-M,5,3,0.5,5,1,1,0
AL1D,20,L4-M,5,5,1,3,0.5,1,0
AL1D,21,L4-M,5,5,1,5,1,5,1
AL1D,23,L4-M,6,6,1,6,1,3,0.4
AL1D,3,L4-M,5,5,1,5,1,5,1
AL1D,4,L4-M,6,4,0.6,3,0.4,1,0
AL1D,6,L4-M,6,3,0.4,3,0.4,1,0
AL1D,7,L4-M,5,2,0.25,1,0,1,0
AL1D,9,L4-M,5,1,0,4,0.75,2,0.25
AL1D,11,L4,6,3,0.4,1,0,1,0
AL1D,12,L4,6,1,0,6,1,4,0.6
AL1D,13,L4,6,6,1,6,1,3,0.4
AL1D,14,L4,6,5,0.8,6,1,1,0
AL1D,15,L4,6,1,0,1,0,6,1
AL1D,16,L4,5,3,0.5,5,1,3,0.5
AL1D,17,L4,6,2,0.2,6,1,1,0
AL1D,19,L4,6,4,0.6,4,0.6,1,0
AL1D,2,L4,5,3,0.5,5,1,1,0
AL1D,20,L4,5,5,1,3,0.5,1,0
AL1D,21,L4,5,5,1,5,1,5,1
AL1D,23,L4,6,6,1,6,1,3,0.4
AL1D,3,L4,5,5,1,5,1,5,1
AL1D,4,L4,6,4,0.6,3,0.4,1,0
AL1D,6,L4,6,3,0.4,3,0.4,1,0
AL1D,7,L4,5,2,0.25,1,0,1,0
AL1D,9,L4,5,1,0,4,0.75,2,0.25
AL1D,11,L5-F,6,6,1,6,1,6,1
AL1D,12,L5-F,6,3,0.4,6,1,5,0.8
AL1D,13,L5-F,6,6,1,6,1,3,0.4
AL1D,14,L5-F,6,5,0.8,6,1,1,0
AL1D,15,L5-F,6,1,0,1,0,6,1
AL1D,16,L5-F,5,3,0.5,5,1,5,1
AL1D,17,L5-F,6,6,1,6,1,6,1
AL1D,19,L5-F,6,3,0.4,3,0.4,6,1
AL1D,2,L5-F,5,3,0.5,5,1,1,0
AL1D,20,L5-F,5,5,1,3,0.5,1,0
AL1D,21,L5-F,5,5,1,5,1,5,1
AL1D,23,L5-F,6,6,1,6,1,3,0.4
AL1D,3,L5-F,5,5,1,5,1,5,1
AL1D,4,L5-F,6,3,0.4,3,0.4,4,0.6
AL1D,6,L5-F,6,3,0.4,3,0.4,1,0
AL1D,7,L5-F,5,2,0.25,1,0,5,1
AL1D,9,L5-F,5,2,0.25,4,0.75,2,0.25
AL1D,11,L5-ICSE,6,3,0.4,1,0,1,0
AL1D,12,L5-ICSE,6,1,0,6,1,4,0.6
AL1D,13,L5-ICSE,6,6,1,6,1,3,0.4
AL1D,14,L5-ICSE,6,5,0.8,6,1,1,0
AL1D,15,L5-ICSE,6,1,0,1,0,6,1
AL1D,16,L5-ICSE,5,3,0.5,5,1,3,0.5
AL1D,17,L5-ICSE,6,2,0.2,6,1,1,0
AL1D,19,L5-ICSE,6,4,0.6,4,0.6,1,0
AL1D,2,L5-ICSE,5,3,0.5,5,1,1,0
AL1D,20,L5-ICSE,5,5,1,3,0.5,1,0
AL1D,21,L5-ICSE,5,5,1,5,1,5,1
AL1D,23,L5-ICSE,6,6,1,6,1,3,0.4
AL1D,3,L5-ICSE,5,5,1,5,1,5,1
AL1D,4,L5-ICSE,6,4,0.6,3,0.4,1,0
AL1D,6,L5-ICSE,6,3,0.4,3,0.4,1,0
AL1D,7,L5-ICSE,5,2,0.25,1,0,1,0
AL1D,9,L5-ICSE,5,1,0,4,0.75,2,0.25
AL1D,11,L5-I,6,6,1,6,1,1,0
AL1D,12,L5-I,6,1,0,6,1,1,0
AL1D,13,L5-I,6,6,1,6,1,1,0
AL1D,14,L5-I,6,6,1,6,1,1,0
AL1D,15,L5-I,6,1,0,1,0,6,1
AL1D,16,L5-I,5,5,1,5,1,1,0
AL1D,17,L5-I,6,6,1,6,1,1,0
AL1D,19,L5-I,6,5,0.8,6,1,1,0
AL1D,2,L5-I,5,4,0.75,5,1,1,0
AL1D,20,L5-I,5,5,1,5,1,1,0
AL1D,21,L5-I,5,5,1,5,1,5,1
AL1D,23,L5-I,6,6,1,6,1,1,0
AL1D,3,L5-I,5,5,1,5,1,5,1
AL1D,4,L5-I,6,6,1,6,1,1,0
AL1D,6,L5-I,6,6,1,6,1,1,0
AL1D,7,L5-I,5,3,0.5,5,1,1,0
AL1D,9,L5-I,5,1,0,5,1,1,0
AL1D,11,L5-M,6,3,0.4,1,0,1,0
AL1D,12,L5-M,6,1,0,6,1,4,0.6
AL1D,13,L5-M,6,6,1,6,1,3,0.4
AL1D,14,L5-M,6,5,0.8,6,1,1,0
AL1D,15,L5-M,6,1,0,1,0,6,1
AL1D,16,L5-M,5,3,0.5,5,1,3,0.5
AL1D,17,L5-M,6,2,0.2,6,1,1,0
AL1D,19,L5-M,6,4,0.6,4,0.6,1,0
AL1D,2,L5-M,5,3,0.5,5,1,1,0
AL1D,20,L5-M,5,5,1,3,0.5,1,0
AL1D,21,L5-M,5,5,1,5,1,5,1
AL1D,23,L5-M,6,6,1,6,1,3,0.4
AL1D,3,L5-M,5,5,1,5,1,5,1
AL1D,4,L5-M,6,4,0.6,3,0.4,1,0
AL1D,6,L5-M,6,3,0.4,3,0.4,1,0
AL1D,7,L5-M,5,2,0.25,1,0,1,0
AL1D,9,L5-M,5,1,0,4,0.75,2,0.25
AL1D,11,L5,6,3,0.4,1,0,1,0
AL1D,12,L5,6,1,0,6,1,4,0.6
AL1D,13,L5,6,6,1,6,1,3,0.4
AL1D,14,L5,6,5,0.8,6,1,1,0
AL1D,15,L5,6,1,0,1,0,6,1
AL1D,16,L5,5,3,0.5,5,1,3,0.5
AL1D,17,L5,6,2,0.2,6,1,1,0
AL1D,19,L5,6,4,0.6,4,0.6,1,0
AL1D,2,L5,5,3,0.5,5,1,1,0
AL1D,20,L5,5,5,1,3,0.5,1,0
AL1D,21,L5,5,5,1,5,1,5,1
AL1D,23,L5,6,6,1,6,1,3,0.4
AL1D,3,L5,5,5,1,5,1,5,1
AL1D,4,L5,6,4,0.6,3,0.4,1,0
AL1D,6,L5,6,3,0.4,3,0.4,1,0
AL1D,7,L5,5,2,0.25,1,0,1,0
AL1D,9,L5,5,1,0,4,0.75,2,0.25
Max,10,L1-F,3,3,1,3,1,2,0.5
Max,11,L1-F,4,4,1,4,1,1,0
Max,14,L1-F,4,4,1,4,1,2,0.333333333
Max,15,L1-F,3,3,1,3,1,1,0
Max,16,L1-F,4,1,0,4,1,3,0.666666667
Max,19,L1-F,3,3,1,3,1,1,0
Max,21,L1-F,4,4,1,4,1,4,1
Max,22,L1-F,3,3,1,3,1,1,0
Max,23,L1-F,4,1,0,4,1,3,0.666666667
Max,24,L1-F,3,3,1,3,1,2,0.5
Max,25,L1-F,3,3,1,3,1,3,1
Max,3,L1-F,4,1,0,4,1,4,1
Max,4,L1-F,3,3,1,3,1,3,1
Max,5,L1-F,3,3,1,3,1,1,0
Max,6,L1-F,3,3,1,3,1,3,1
Max,7,L1-F,4,4,1,4,1,1,0
Max,8,L1-F,4,4,1,4,1,3,0.666666667
Max,10,L1-ICSE,3,3,1,3,1,2,0.5
Max,11,L1-ICSE,4,4,1,4,1,4,1
Max,14,L1-ICSE,4,4,1,4,1,2,0.333333333
Max,15,L1-ICSE,3,3,1,3,1,2,0.5
Max,16,L1-ICSE,4,1,0,4,1,3,0.666666667
Max,19,L1-ICSE,3,3,1,3,1,1,0
Max,21,L1-ICSE,4,4,1,4,1,1,0
Max,22,L1-ICSE,3,3,1,3,1,1,0
Max,23,L1-ICSE,4,1,0,4,1,3,0.666666667
Max,24,L1-ICSE,3,3,1,3,1,2,0.5
Max,25,L1-ICSE,3,3,1,3,1,3,1
Max,3,L1-ICSE,4,1,0,4,1,4,1
Max,4,L1-ICSE,3,3,1,3,1,3,1
Max,5,L1-ICSE,3,3,1,3,1,1,0
Max,6,L1-ICSE,3,3,1,3,1,3,1
Max,7,L1-ICSE,4,4,1,4,1,1,0
Max,8,L1-ICSE,4,4,1,4,1,3,0.666666667
Max,10,L1-I,3,3,1,3,1,1,0
Max,11,L1-I,4,4,1,4,1,1,0
Max,14,L1-I,4,4,1,4,1,1,0
Max,15,L1-I,3,3,1,3,1,1,0
Max,16,L1-I,4,1,0,4,1,1,0
Max,19,L1-I,3,3,1,3,1,1,0
Max,21,L1-I,4,4,1,4,1,1,0
Max,22,L1-I,3,3,1,3,1,1,0
Max,23,L1-I,4,1,0,4,1,1,0
Max,24,L1-I,3,3,1,3,1,1,0
Max,25,L1-I,3,3,1,3,1,1,0
Max,3,L1-I,4,4,1,4,1,1,0
Max,4,L1-I,3,3,1,3,1,3,1
Max,5,L1-I,3,3,1,3,1,1,0
Max,6,L1-I,3,3,1,3,1,3,1
Max,7,L1-I,4,4,1,4,1,1,0
Max,8,L1-I,4,4,1,4,1,1,0
Max,10,L1-M,3,3,1,3,1,1,0
Max,11,L1-M,4,4,1,4,1,4,1
Max,14,L1-M,4,4,1,4,1,4,1
Max,15,L1-M,3,3,1,3,1,2,0.5
Max,16,L1-M,4,1,0,4,1,2,0.333333333
Max,19,L1-M,3,3,1,3,1,1,0
Max,21,L1-M,4,4,1,4,1,1,0
Max,22,L1-M,3,3,1,3,1,1,0
Max,23,L1-M,4,4,1,4,1,4,1
Max,24,L1-M,3,3,1,3,1,1,0
Max,25,L1-M,3,3,1,3,1,3,1
Max,3,L1-M,4,4,1,4,1,4,1
Max,4,L1-M,3,3,1,3,1,3,1
Max,5,L1-M,3,3,1,3,1,1,0
Max,6,L1-M,3,3,1,3,1,3,1
Max,7,L1-M,4,4,1,4,1,1,0
Max,8,L1-M,4,4,1,4,1,4,1
Max,10,L1,3,3,1,3,1,1,0
Max,11,L1,4,4,1,4,1,1,0
Max,14,L1,4,4,1,4,1,1,0
Max,15,L1,3,3,1,3,1,1,0
Max,16,L1,4,1,0,4,1,2,0.333333333
Max,19,L1,3,3,1,3,1,1,0
Max,21,L1,4,4,1,4,1,1,0
Max,22,L1,3,3,1,3,1,1,0
Max,23,L1,4,1,0,4,1,3,0.666666667
Max,24,L1,3,3,1,3,1,1,0
Max,25,L1,3,3,1,3,1,1,0
Max,3,L1,4,1,0,4,1,1,0
Max,4,L1,3,3,1,3,1,3,1
Max,5,L1,3,3,1,3,1,1,0
Max,6,L1,3,3,1,3,1,3,1
Max,7,L1,4,4,1,4,1,1,0
Max,8,L1,4,4,1,4,1,1,0
Max,10,L2-F,3,3,1,3,1,2,0.5
Max,11,L2-F,4,4,1,4,1,1,0
Max,14,L2-F,4,4,1,4,1,2,0.333333333
Max,15,L2-F,3,3,1,3,1,1,0
Max,16,L2-F,4,1,0,4,1,3,0.666666667
Max,19,L2-F,3,3,1,3,1,1,0
Max,21,L2-F,4,4,1,4,1,4,1
Max,22,L2-F,3,3,1,3,1,1,0
Max,23,L2-F,4,1,0,4,1,3,0.666666667
Max,24,L2-F,3,3,1,3,1,2,0.5
Max,25,L2-F,3,3,1,3,1,3,1
Max,3,L2-F,4,1,0,4,1,4,1
Max,4,L2-F,3,3,1,3,1,3,1
Max,5,L2-F,3,3,1,3,1,1,0
Max,6,L2-F,3,3,1,3,1,3,1
Max,7,L2-F,4,4,1,4,1,1,0
Max,8,L2-F,4,4,1,4,1,3,0.666666667
Max,10,L2-ICSE,3,3,1,3,1,2,0.5
Max,11,L2-ICSE,4,4,1,4,1,4,1
Max,14,L2-ICSE,4,4,1,4,1,2,0.333333333
Max,15,L2-ICSE,3,3,1,3,1,2,0.5
Max,16,L2-ICSE,4,1,0,4,1,3,0.666666667
Max,19,L2-ICSE,3,3,1,3,1,1,0
Max,21,L2-ICSE,4,4,1,4,1,1,0
Max,22,L2-ICSE,3,3,1,3,1,1,0
Max,23,L2-ICSE,4,1,0,4,1,3,0.666666667
Max,24,L2-ICSE,3,3,1,3,1,2,0.5
Max,25,L2-ICSE,3,3,1,3,1,3,1
Max,3,L2-ICSE,4,1,0,4,1,4,1
Max,4,L2-ICSE,3,3,1,3,1,3,1
Max,5,L2-ICSE,3,3,1,3,1,1,0
Max,6,L2-ICSE,3,3,1,3,1,3,1
Max,7,L2-ICSE,4,4,1,4,1,1,0
Max,8,L2-ICSE,4,4,1,4,1,3,0.666666667
Max,10,L2-I,3,3,1,3,1,1,0
Max,11,L2-I,4,4,1,4,1,1,0
Max,14,L2-I,4,4,1,4,1,1,0
Max,15,L2-I,3,3,1,3,1,1,0
Max,16,L2-I,4,1,0,4,1,1,0
Max,19,L2-I,3,3,1,3,1,1,0
Max,21,L2-I,4,4,1,4,1,1,0
Max,22,L2-I,3,3,1,3,1,1,0
Max,23,L2-I,4,1,0,4,1,1,0
Max,24,L2-I,3,3,1,3,1,1,0
Max,25,L2-I,3,3,1,3,1,1,0
Max,3,L2-I,4,4,1,4,1,1,0
Max,4,L2-I,3,3,1,3,1,3,1
Max,5,L2-I,3,3,1,3,1,1,0
Max,6,L2-I,3,3,1,3,1,3,1
Max,7,L2-I,4,4,1,4,1,1,0
Max,8,L2-I,4,4,1,4,1,1,0
Max,10,L2-M,3,3,1,3,1,1,0
Max,11,L2-M,4,4,1,4,1,4,1
Max,14,L2-M,4,4,1,4,1,4,1
Max,15,L2-M,3,3,1,3,1,2,0.5
Max,16,L2-M,4,1,0,4,1,2,0.333333333
Max,19,L2-M,3,3,1,3,1,1,0
Max,21,L2-M,4,4,1,4,1,1,0
Max,22,L2-M,3,3,1,3,1,1,0
Max,23,L2-M,4,4,1,4,1,4,1
Max,24,L2-M,3,3,1,3,1,1,0
Max,25,L2-M,3,3,1,3,1,3,1
Max,3,L2-M,4,4,1,4,1,4,1
Max,4,L2-M,3,3,1,3,1,3,1
Max,5,L2-M,3,3,1,3,1,1,0
Max,6,L2-M,3,3,1,3,1,3,1
Max,7,L2-M,4,4,1,4,1,1,0
Max,8,L2-M,4,4,1,4,1,4,1
Max,10,L2,3,3,1,3,1,1,0
Max,11,L2,4,4,1,4,1,1,0
Max,14,L2,4,4,1,4,1,1,0
Max,15,L2,3,3,1,3,1,1,0
Max,16,L2,4,1,0,4,1,2,0.333333333
Max,19,L2,3,3,1,3,1,1,0
Max,21,L2,4,4,1,4,1,1,0
Max,22,L2,3,3,1,3,1,1,0
Max,23,L2,4,1,0,4,1,3,0.666666667
Max,24,L2,3,3,1,3,1,1,0
Max,25,L2,3,3,1,3,1,1,0
Max,3,L2,4,1,0,4,1,1,0
Max,4,L2,3,3,1,3,1,3,1
Max,5,L2,3,3,1,3,1,1,0
Max,6,L2,3,3,1,3,1,3,1
